# Ordre: tic	VALPHEN	VALCTRL	ETAT COURANT
70	-4.8914	40	16.2649	1.06321	9.1382	6.46545	
71	-2.7876	40	16.5228	0.939774	9.1609	6.45978	
72	0.0666679	40	16.9395	1.14684	9.208	6.448	
73	2.61454	40	17.5583	1.18757	9.12046	6.46988	
74	5.09502	40	18.3081	1.18273	9.11293	6.47177	
75	7.1037	5	19.1559	7.05747	9.11562	6.4711	
76	8.86222	40	16.5351	13.1237	6.76545	7.05864	
77	9.76613	40	18.1143	12.7612	4.57397	7.60651	
78	9.95267	5	19.4681	12.9978	4.93813	7.51547	
79	9.3046	40	17.0697	12.9589	4.80707	7.54823	
80	8.68082	40	18.5862	13.051	4.83575	7.54106	
81	7.04448	5	19.7371	12.8843	4.79603	7.55099	
82	4.80245	40	16.9941	13.2852	4.86666	7.53333	
83	2.73154	40	18.0755	12.8001	4.69925	7.57519	
84	-0.0661692	40	18.7336	13.3553	4.91003	7.52249	
85	-2.5162	40	18.9802	10.3413	4.66689	7.58328	
86	-5.25244	40	18.9326	6.86711	5.89677	7.27581	
87	-7.34664	40	18.6208	3.96709	7.16348	6.95913	
88	-8.73393	40	18.162	1.0189	8.19682	6.7008	
89	-9.50282	40	17.6562	1.15694	9.27276	6.43181	
90	-10.3133	40	17.1747	0.973289	9.10995	6.47251	
91	-9.82943	40	16.7084	0.765905	9.19969	6.45008	
92	-9.01785	40	16.3838	1.27685	9.27367	6.43158	
93	-7.09933	40	16.2052	0.97477	9.06189	6.48453	
94	-4.76341	40	16.2543	1.12061	9.2039	6.44902	
95	-2.96542	40	16.5271	0.741784	9.13136	6.46716	
96	-0.178793	40	16.9251	1.00233	9.29015	6.42746	
97	2.54449	40	17.5222	1.13507	9.17005	6.45749	
98	5.0256	40	18.2722	1.06193	9.12897	6.46776	
99	6.91697	5	19.1203	6.87891	9.16233	6.45942	
100	9.0076	40	16.488	12.7941	6.8322	7.04195	
101	9.84536	40	18.0911	13.2671	4.69915	7.57521	
102	9.91725	5	19.4574	13.3804	4.72324	7.56919	
103	9.9444	40	17.0577	13.1346	4.67552	7.58112	
104	8.49316	40	18.6406	12.7418	4.77861	7.55535	
105	6.81216	5	19.7618	13.3125	4.9254	7.51865	
106	4.75111	40	16.9906	13.085	4.68244	7.57939	
107	2.56814	40	18.0676	12.8183	4.79775	7.55056	
108	0.0560208	40	18.7109	12.4932	4.8929	7.52677	
109	-2.56661	40	18.9743	10.3304	5.01345	7.49664	
110	-5.06628	40	18.9228	6.73952	5.8665	7.28338	
111	-6.65067	40	18.6316	3.99076	7.21754	6.94561	
112	-8.25652	40	18.2402	0.916078	8.18194	6.70451	
113	-9.5827	40	17.7665	1.07563	9.31537	6.42116	
114	-10.2862	40	17.255	0.977714	9.13821	6.46545	
115	-10.3382	40	16.7753	0.909927	9.19509	6.45123	
116	-8.24268	40	16.3865	1.05924	9.21652	6.44587	
117	-6.76129	40	16.2849	0.945807	9.15465	6.46134	
118	-5.19553	40	16.3518	0.934173	9.20621	6.44845	
119	-2.42453	40	16.5619	0.861342	9.20571	6.44857	
120	-0.0992366	40	17.007	1.14659	9.23489	6.44128	
121	2.86982	40	17.5957	1.2196	9.11787	6.47053	
122	5.16134	40	18.3636	1.14654	9.10037	6.47491	
123	7.08182	5	19.207	6.40643	9.13135	6.46716	
124	8.28471	40	16.5738	13.1418	7.02429	6.99393	
125	9.06501	40	18.0875	13.2257	4.54086	7.61478	
126	9.74977	5	19.3765	12.7179	4.75562	7.56109	
127	9.41898	40	16.9762	12.9215	4.93727	7.51568	
128	8.67962	40	18.5228	12.9038	4.83769	7.54058	
129	7.19448	5	19.6862	13.1281	4.8547	7.53633	
130	5.25492	40	16.9684	13.1951	4.76328	7.55918	
131	2.55721	40	18.1002	12.979	4.74563	7.56359	
132	0.172296	40	18.7359	12.7657	4.83383	7.54154	
133	-2.47961	5	19.006	9.75818	4.91034	7.52241	
134	-4.95814	40	15.4568	6.88716	6.10569	7.22358	
135	-6.44361	40	15.8696	3.83768	7.13457	6.96636	
136	-8.63363	40	16.0513	1.02004	8.25147	6.68713	
137	-9.69119	40	15.9777	1.00599	9.26684	6.43329	
138	-9.85179	40	15.8131	0.97342	9.17092	6.45727	
139	-9.38074	40	15.6653	0.640092	9.19354	6.45162	
140	-8.27441	40	15.5941	1.01544	9.32461	6.41885	
141	-6.52236	40	15.6479	0.954826	9.16136	6.45966	
142	-5.44031	40	15.8661	0.941084	9.20193	6.44952	
143	-2.24178	40	16.1488	1.21142	9.20337	6.44916	
144	0.146644	40	16.6949	1.02581	9.09509	6.47623	
145	2.43966	40	17.3706	1.27523	9.18017	6.45496	
146	5.23102	40	18.1404	1.16283	9.07189	6.48203	
147	7.02454	5	19.0354	7.14101	9.12768	6.46808	
148	9.04485	40	16.4308	12.8022	6.73083	7.06729	
149	10.2352	40	18.0491	12.9556	4.70605	7.57349	
150	9.7963	5	19.4628	13.3606	4.84716	7.53821	
151	9.91943	40	17.0499	12.9941	4.67106	7.58224	
152	8.71672	40	18.6319	12.8959	4.83526	7.54118	
153	7.26763	5	19.7772	13.0567	4.85813	7.53547	
154	5.21657	40	17.0485	12.9964	4.79151	7.55212	
155	2.38227	40	18.1604	13.0356	4.8223	7.54443	
156	0.224211	40	18.7666	13.3772	4.80352	7.54912	
157	-2.78011	5	19.0357	10.066	4.66879	7.5828	
158	-4.5581	40	15.4505	6.95963	6.00674	7.24832	
159	-7.48942	40	15.9046	4.01285	7.11547	6.97113	
160	-8.73988	40	15.9748	0.89448	8.18331	6.70417	
161	-9.92459	40	15.9058	0.928628	9.32388	6.41903	
162	-10.4398	40	15.7322	1.04464	9.19616	6.45096	
163	-10.0625	40	15.5418	1.26903	9.16253	6.45937	
164	-8.72701	40	15.4272	1.06654	9.07614	6.48097	
165	-7.09616	40	15.469	1.19462	9.16577	6.45856	
166	-4.93787	40	15.6656	0.820021	9.10558	6.47361	
167	-2.7694	40	16.0387	0.855598	9.26143	6.43464	
